序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week
50,美國,倒數計死,2019/12/27,采昌國際多媒體股份有限公司,"STX Productions, LLC",2,30,-75.21%,"6,480","72,753","16,617,421",20200217
51,俄羅斯,舞力決戰,2019/12/27,原創娛樂股份有限公司,Disenire Ltd.,1,18,0.00%,"2,880","1,350","308,172",20200217
52,中國大陸,吹哨人,2019/12/27,內容物數位電影製作有限公司,華文映像（北京）影業有限公司##珠海市洲際金瑪文化有限公司##北京和禾和文化傳媒有限責任公司##浙江火麥影視傳媒有限公司##中英電影文化基金有限公司##天津貓眼微影文化傳媒有限公司##溫和巨人媒體集團##天津十間影視傳媒有限公司##騰訊影業文化傳播有限公司##完美威秀娛樂（香港）有限公司 ##安樂影片有限公司##北京佳文映畫文化傳媒有限責任公司##墨客行影業(北京)有限公司##耳東文化（北京）有限公司,1,10,-73.68%,"1,500","2,230","478,361",20200217
53,南韓,白頭山：半島浩劫,2019/12/24,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",4,87,-80.67%,"20,225","498,354","115,757,723",20200217
54,法國,燃燒女子的畫像,2019/12/20,東昊影業有限公司,MK2 Films,3,183,-50.67%,"41,285","14,758","3,259,928",20200217
55,美國,怨靈古堡,2019/12/20,車庫娛樂股份有限公司,GEM ENTERTAINMENT KFT.,1,123,29.47%,"6,765","2,951","616,978",20200217
56,香港,葉問4：完結篇,2019/12/19,華映娛樂股份有限公司,東方影業出品有限公司,2,38,-82.41%,"9,815","806,548","185,150,558",20200217
57,美國,STAR WARS : 天行者的崛起,2019/12/18,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,34,0.00%,"5,440","324,365","82,155,679",20200217
58,美國,大說謊家,2019/12/13,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,8,545,-19.02%,"48,060","36,509","8,098,430",20200217
59,南韓,黑計畫,2019/12/13,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Contents Panda,4,273,-25.00%,"19,995","5,273","1,086,330",20200217
60,加拿大,8級警戒,2019/12/13,車庫娛樂股份有限公司,"XYZ FILMS, LLC",1,243,32.07%,"13,365","4,934","1,093,243",20200217
61,南韓,復仇母親,2019/12/13,台北双喜電影發行股份有限公司,Warner Bros. Korea INC.,1,20,0.00%,"3,200","3,735","798,350",20200217
62,英國,給我一個參選的理由,2019/12/11,威秀影城股份有限公司,The Royal National Theatre,2,65,"1,525.00%","42,480",372,"239,020",20200217
63,英國,茱蒂,2019/12/10,采昌國際多媒體股份有限公司,"PATHE FUND LIMITED, acting through its division PATHE INTERNATIONAL",13,282,-66.86%,"64,310","12,153","2,696,523",20200217
64,英國,哈利路亞！,2019/12/04,威秀影城股份有限公司,The Royal National Theatre,6,57,0.00%,"36,160",305,"191,600",20200217
65,英國,茱莉小姐,2019/12/04,威秀影城股份有限公司,The Royal National Theatre,2,42,0.00%,"26,280",331,"214,340",20200217
66,美國,布魯克林孤兒,2019/11/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,6,319,-31.40%,"26,805","22,096","4,788,179",20200217
67,美國,暴走曼哈頓,2019/11/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",3,192,17.79%,"21,250","32,866","7,170,418",20200217
68,丹麥,懸案密碼前傳-瓶中信,2019/11/29,峻龍國際有限公司,"MultiVisionnaire , Inc",1,29,-47.27%,"4,260","5,522","1,182,709",20200217
69,美國,賽道狂人,2019/11/26,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",3,57,32.56%,"6,995","314,257","77,365,673",20200217
70,南韓,82年生的金智英,2019/11/22,車庫娛樂股份有限公司,"LOTTE CULTUREWORKS CO., LTD.",10,"1,671",46.97%,"142,410","141,206","32,713,487",20200217
71,美國,冰雪奇緣2,2019/11/21,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",5,177,-68.22%,"36,480","1,450,266","343,582,513",20200217
72,印度,萬萬沒想到,2019/11/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STAR INDIA PRIVATE LIMITED, Through its division, FOX STAR STUDIOS",4,471,-41.85%,"28,445","50,155","11,041,264",20200217
73,美國,安眠醫生,2019/11/08,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,2,214,-15.08%,"22,020","125,701","29,674,559",20200217
74,美國,決戰中途島,2019/11/08,台北双喜電影發行股份有限公司,"BONA FILM INVESTMENT COMPANY (PACIFIC RIM, USA)",3,173,-80.95%,"15,020","319,065","72,902,351",20200217
75,美國,魔鬼終結者：黑暗宿命,2019/11/07,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",3,241,-38.68%,"14,515","379,930","88,144,669",20200217
76,美國,絕鯊47：猛鯊出籠,2019/11/01,車庫娛樂股份有限公司,GEM ENTERTAINMENT KFT.,7,765,-16.48%,"66,220","28,520","6,000,860",20200217
77,中華民國,陪你很久很久,2019/10/25,威視股份有限公司,嘉揚電影有限公司##海寧鐵幕真文化傳媒有限公司##滿滿額娛樂股份有限公司##中環國際娛樂事業股份有限公司##貴金影業傳媒股份有限公司##思美傳媒股份有限公司##海寧夢生影視文化傳媒有限公司##北京喔沃娛樂文化傳媒有限公司##薩摩亞商羚邦亞洲有限公司台灣分公司Medialink (Asia) Limited Taiwan Branch,1,107,101.89%,"8,620","57,187","12,963,461",20200217
78,美國,雙子殺手,2019/10/23,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,2,187,-38.89%,"9,855","553,153","132,792,476",20200217
79,日本,七個會議,2019/10/18,鴻聯國際開發股份有限公司,"Tokyo Broadcasting System Television, Inc.",1,14,-66.67%,"1,960","5,239","1,139,322",20200217
80,美國,黑魔女2,2019/10/17,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",4,144,-76.39%,"9,885","590,011","137,798,901",20200217
81,中華民國,江湖無難事,2019/10/09,鹿路電影有限公司,上海愛美影視文化傳媒有限公司##滿滿額娛樂股份有限公司##華映娛樂股份有限公司##內容物數位電影製作有限公司##高雄人##鹿路電影有限公司##發條映画有限公司##百聿數碼創意股份有限公司,1,26,-44.68%,"2,430","42,639","9,232,248",20200217
82,美國,小丑,2019/10/03,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,22,696,-56.50%,"183,848","1,391,551","331,920,005",20200217
83,美國,囧媽的極地任務,2019/09/27,車庫娛樂股份有限公司,METRO-GOLDWYN-MAYER STUDIOS INC.,1,67,81.08%,"6,410","12,008","2,418,381",20200217
84,中華民國,返校,2019/09/20,影一製作所股份有限公司,影一製作所股份有限公司##遊戲橘子數位科技股份有限公司##英屬維京群島商敦宜股份有限公司台灣分公司##樂到家國際娛樂股份有限公司##一條龍虎豹國際娛樂有限公司##財團法人臺中市影視發展基金會##高雄市電影館##美商華納兄弟（遠東）股份有限公司台灣分公司,1,78,-10.34%,"6,480","1,120,836","260,454,330",20200217
85,日本,天氣之子,2019/09/12,車庫娛樂股份有限公司,"TOHO CO., LTD.",3,354,-63.32%,"25,830","692,795","165,449,030",20200217
86,日本,普羅米亞,2019/08/16,中影股份有限公司,東寶株式會社,1,224,34.13%,"94,080","76,726","21,302,500",20200217
87,美國,從前，有個好萊塢,2019/07/24,台北双喜電影發行股份有限公司,"Bona Film Investment Company (Pacific RIM, USA)",3,28,-88.57%,"6,360","157,999","37,686,921",20200217
88,南韓,寄生上流,2019/06/28,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,25,"5,887",-34.83%,"1,396,098","644,865","150,391,852",20200217
89,義大利,上流世界,2019/04/19,海鵬影業有限公司,PATHE FILMS S.A.S.,1,7,0.00%,800,"3,210","700,347",20200217
90,加拿大,哈柏太空之旅 3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,7,600.00%,740,597,"85,565",20200217
91,加拿大,深海獵奇 3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,0,-100.00%,0,"1,196","148,899",20200217
92,南韓,分秒幣爭,2018/11/30,華映娛樂股份有限公司,"CJ ENM CO., LTD",1,2,0.00%,200,"22,104","4,929,576",20200217
93,日本,夏日大作戰,2018/08/10,傳影互動股份有限公司,STUDIO CHIZU LLP,5,448,0.00%,"206,610","7,535","3,265,761",20200217
94,日本,亂,2017/09/29,傳影互動股份有限公司,(英國)STUDIOCANAL LTD.,1,6,600.00%,"1,400",948,"214,795",20200217
95,英國,李爾王,2016/04/23,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,1,12,-65.71%,"8,520","1,423","988,160",20200217
96,日本,羅生門,2015/02/05,傳影互動股份有限公司,KADOKAWA CORPORATION,1,0,0.00%,0,11,"2,135",20200217
97,義大利,海上鋼琴師,1998/01/01,海鵬影業有限公司,True Colours Glorious Films Srl,1,36,-40.98%,"8,790","17,116","3,878,733",20200217
98,美國,亂世佳人,1939/01/01,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL,1,106,0.00%,"11,660","9,644","2,338,338",20200217
1,美國,音速小子,2020/02/21,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,98,"42,897",1.81%,"10,036,408","85,030","19,951,376",20200224
2,南韓,陰櫥,2020/02/21,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",48,"12,797",-10.69%,"2,996,107","27,126","6,375,053",20200224
3,美國,李察朱威爾事件,2020/02/21,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,82,"11,639",6.55%,"2,648,692","22,562","5,118,110",20200224
4,西班牙,絕命大平台,2020/02/21,原創娛樂股份有限公司,Latido Consorcio De Exportacion Del Cine Espanol SL,17,"2,736",-21.36%,"598,586","6,215","1,367,228",20200224
5,美國,電影音效傳奇：好萊塢之聲,2020/02/21,造次文化有限公司,Dogwoof Ltd,10,"1,838",160.71%,"426,843","2,543","592,768",20200224
6,法國,悲慘世界,2020/02/21,海鵬影業有限公司,WILD BUNCH,13,"1,185",16.86%,"254,756","2,449","522,633",20200224
7,羅馬尼亞,吹哨奇案,2020/02/21,光年映畫有限公司,MK2 FILMS,9,611,1.16%,"130,950","1,215","259,080",20200224
8,中華民國,失路人,2020/02/21,中影股份有限公司,中影股份有限公司,7,516,4.88%,"113,955","1,008","218,563",20200224
9,法國,閃閃小超人電影版,2020/02/21,采昌國際多媒體股份有限公司,STUDIOCANAL,37,456,-25.49%,"99,315","1,068","237,752",20200224
10,比利時,少年阿罕默德,2020/02/21,捷傑有限公司,Wild Bunch,9,422,6.84%,"87,130",817,"170,360",20200224
11,南韓,"超""人""氣動物園",2020/02/14,車庫娛樂股份有限公司,"FINECUT CO., LTD.",65,"22,669",-57.20%,"5,338,680","131,540","30,655,376",20200224
12,美國,逃出夢幻島,2020/02/14,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,96,"14,319",-60.27%,"2,765,059","95,070","21,226,109",20200224
13,美國,雨天 . 紐約,2020/02/14,香港商甲上娛樂有限公司台灣分公司,Krisolta Film & TV (UK) LIMITED,26,"1,540",-62.61%,"348,057","10,165","2,357,603",20200224
14,日本,殺不了的他和死不了的她,2020/02/14,威視股份有限公司,KADOKAWA CORPORATION,19,667,-74.56%,"157,338","6,546","1,562,236",20200224
15,泰國,就愛斷捨離,2020/02/14,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,GDH 559 COMPANY LIMITED,24,604,-73.12%,"135,617","5,487","1,263,781",20200224
16,日本,愛情人形,2020/02/14,天馬行空數位有限公司,NIKKATSU CORPORATION,13,382,-70.32%,"85,900","3,226","731,406",20200224
17,日本,全境失控,2020/02/14,采昌國際多媒體股份有限公司,日本テレビ放送網株式会社,27,203,-88.70%,"45,531","4,382","958,577",20200224
18,哥倫比亞,失控少年兵團,2020/02/14,聯影企業股份有限公司,LE PACTE,6,109,-73.41%,"23,095",880,"187,945",20200224
19,法國,謎夜拼圖,2020/02/14,本萃電影有限公司,The Match Factory GmbH,3,40,-78.61%,"8,980",461,"106,010",20200224
20,德國,尋愛夢工廠,2020/02/14,車庫娛樂股份有限公司,PICTURE TREE INTERNATIONAL GMBH,2,22,-94.46%,"4,920",833,"177,279",20200224
21,美國,戰慄魔胎,2020/02/14,暗光鳥有限公司,ALLIANCE MEDIA PARTNERS INTERNATIONAL LIMITED,1,1,-98.73%,230,179,"38,291",20200224
22,越南,古曼童,2020/02/07,車庫娛樂股份有限公司,"SKYLINE MEDIA CO., LTD",31,"1,570",-78.52%,"368,401","45,466","10,529,399",20200224
23,日本,蜜蜂與遠雷,2020/02/07,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Toho Co., Ltd",7,455,-55.08%,"99,500","6,155","1,392,613",20200224
24,日本,電影版 輝夜姬想讓人告白～天才們的戀愛頭腦戰～,2020/02/07,車庫娛樂股份有限公司,"TOKYO BROADCASTING SYSTEM TELEVISION, INC.",7,311,-69.75%,"78,394","6,229","1,512,174",20200224
25,美國,我的寶貝男孩,2020/02/07,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,27,-76.92%,"5,970","1,031","223,824",20200224
26,英國,我們的相愛時光,2020/02/07,亮點國際影業有限公司,Protagonist Pictures Limited,1,5,-96.43%,"1,120","1,213","248,643",20200224
27,南韓,閃耀的成人羅曼史,2020/02/07,英屬維京群島商映畫聯合有限公司台灣分公司,"KT HITEL CO., LTD.",1,0,-100.00%,0,101,"21,890",20200224
28,美國,猛禽小隊: 小丑女大解放,2020/02/06,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,98,"26,786",-59.27%,"6,320,682","459,770","109,998,491",20200224
29,越南,鬼魅之家,2020/01/31,水元素文化傳媒有限公司,"SKYLINE MEDIA CO., LTD",1,4,-98.00%,780,"4,327","991,803",20200224
30,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,90,"16,102",-53.20%,"4,080,584","287,180","70,494,496",20200224
31,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",22,585,-64.63%,"135,376","22,414","5,177,027",20200224
32,美國,黑水風暴,2020/01/30,車庫娛樂股份有限公司,"STORYTELLER DISTRIBUTION CO., LLC",3,74,-73.57%,"17,120","11,511","2,656,236",20200224
33,中華民國,你的情歌,2020/01/23,香港商甲上娛樂有限公司台灣分公司,奇想事企業有限公司##能率影業股份有限公司##香港商甲上娛樂有限公司台灣分公司 ##采昌國際多媒體股份有限公司  ##英屬維京群島商敦宜股份有限公司台灣分公司,40,"1,951",-66.64%,"458,660","81,992","19,231,228",20200224
34,美國,杜立德,2020/01/23,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,55,"1,036",-82.40%,"242,087","315,645","75,745,819",20200224
35,美國,紳士追殺令,2020/01/23,車庫娛樂股份有限公司,"MIRAMAX DISTRIBUTION SERVICES, LLC",12,480,-75.70%,"127,843","92,814","22,328,370",20200224
36,香港,肥龍過江,2020/01/23,華映娛樂股份有限公司,星王朝有限公司##上海博納文化傳媒有限公司##博納影業集團股份有限公司##上海新文化影業有限公司##電視廣播有限公司##太陽娛樂文化有限公司##上海杠杠影視文化有限公司##霍爾果斯環星影視傳媒有限公司##上海優創影視文化有限公司,1,2,-95.00%,600,"61,058","13,531,732",20200224
37,美國,她們,2020/01/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,36,"3,201",-49.21%,"760,305","89,113","21,211,931",20200224
38,美國,變身特務,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",30,301,-90.26%,"69,375","180,915","41,340,912",20200224
39,美國,深海終劫站,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",18,171,-91.37%,"38,420","177,063","40,410,205",20200224
40,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,258,-23.67%,"60,503","17,497","4,128,888",20200224
41,美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,5,44,-78.00%,"10,035","46,973","10,845,197",20200224
42,丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,1,23,-32.35%,"6,050","4,533","1,006,971",20200224
43,南韓,青春催落去,2020/01/17,車庫娛樂股份有限公司,CONTENTS PANDA,1,36,0.00%,"5,760","5,066","1,131,180",20200224
44,美國,絕地戰警FOR LIFE,2020/01/16,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,54,"1,644",-75.46%,"393,833","571,228","136,536,300",20200224
45,西班牙,逃出天堂島,2020/01/10,海樂影業股份有限公司,GEM ENTERTAINMENT KFT.,4,212,202.86%,"26,100","6,209","1,362,317",20200224
46,日本,魯邦三世 THE FIRST,2020/01/10,向洋影業有限公司,株式会社トムス・エンタテインメント,3,56,273.33%,"7,730","13,443","3,007,170",20200224
47,法國,星星知我心,2020/01/10,采昌國際多媒體股份有限公司,PATHE FILMS S.A.S,2,50,-43.82%,"7,420","1,430","292,550",20200224
48,美國,兔嘲男孩,2020/01/03,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",10,423,-45.98%,"93,305","89,349","20,928,738",20200224
49,美國,別告訴她,2020/01/03,車庫娛樂股份有限公司,"A24 INTERNATIONAL, LLC",2,96,68.42%,"10,970","10,536","2,318,658",20200224
50,印度,真愛裁會贏,2020/01/03,水元素文化傳媒有限公司,YASH RAJ FILMS PRIVATE LIMITED,1,16,0.00%,"2,560","5,988","1,263,351",20200224
51,美國,霹靂嬌娃,2019/12/27,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,10,"1,831",55.30%,"156,755","127,737","28,786,259",20200224
52,法國,潛艦追緝,2019/12/27,鴻聯國際開發股份有限公司,PATHE FILMS S.A.S,4,268,26.42%,"27,070","10,211","2,182,117",20200224
53,俄羅斯,舞力決戰,2019/12/27,原創娛樂股份有限公司,Disenire Ltd.,1,30,66.67%,"4,620","1,380","312,792",20200224
54,美國,倒數計死,2019/12/27,采昌國際多媒體股份有限公司,"STX Productions, LLC",1,10,-66.67%,"2,130","72,763","16,619,551",20200224
55,南韓,白頭山：半島浩劫,2019/12/24,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",1,3,-96.55%,780,"498,357","115,758,503",20200224
56,法國,燃燒女子的畫像,2019/12/20,東昊影業有限公司,MK2 Films,2,159,-13.11%,"35,220","14,917","3,295,148",20200224
57,美國,怨靈古堡,2019/12/20,車庫娛樂股份有限公司,GEM ENTERTAINMENT KFT.,1,94,-23.58%,"5,170","3,045","622,148",20200224
58,美國,STAR WARS : 天行者的崛起,2019/12/18,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",5,661,"1,844.12%","48,810","325,026","82,204,489",20200224
59,美國,大說謊家,2019/12/13,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,6,207,-62.02%,"21,225","36,716","8,119,655",20200224
60,中華民國,黑熊來了,2019/12/13,牽猴子整合行銷股份有限公司,大麥影像傳播工作室,1,60,0.00%,"13,200","51,539","11,751,965",20200224
61,南韓,黑計畫,2019/12/13,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Contents Panda,2,147,-46.15%,"10,415","5,420","1,096,745",20200224
62,加拿大,8級警戒,2019/12/13,車庫娛樂股份有限公司,"XYZ FILMS, LLC",1,174,-28.40%,"9,570","5,108","1,102,813",20200224
63,美國,黑色聖誕節,2019/12/13,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,126,0.00%,"6,780","18,249","4,112,352",20200224
64,南韓,復仇母親,2019/12/13,台北双喜電影發行股份有限公司,Warner Bros. Korea INC.,1,38,90.00%,"5,880","3,773","804,230",20200224
65,英國,茱蒂,2019/12/10,采昌國際多媒體股份有限公司,"PATHE FUND LIMITED, acting through its division PATHE INTERNATIONAL",3,36,-87.23%,"8,105","12,189","2,704,628",20200224
66,美國,去年聖誕節,2019/12/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,6,379,0.00%,"27,260","94,664","22,275,410",20200224
67,美國,野蠻遊戲：全面晉級,2019/12/04,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,286,0.00%,"32,490","806,440","190,053,135",20200224
68,美國,暴走曼哈頓,2019/11/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",2,100,-47.92%,"11,200","32,966","7,181,618",20200224
69,美國,布魯克林孤兒,2019/11/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,90,-71.79%,"5,835","22,186","4,794,014",20200224
70,法國,寂寞診療室,2019/11/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,MK2 FILMS,1,62,0.00%,"4,800",987,"201,515",20200224
71,丹麥,懸案密碼前傳-瓶中信,2019/11/29,峻龍國際有限公司,"MultiVisionnaire , Inc",2,19,-34.48%,"2,550","5,541","1,185,259",20200224
72,美國,賽道狂人,2019/11/26,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",8,991,"1,638.60%","81,945","315,248","77,447,618",20200224
73,南韓,82年生的金智英,2019/11/22,車庫娛樂股份有限公司,"LOTTE CULTUREWORKS CO., LTD.",9,990,-40.75%,"82,055","142,196","32,795,542",20200224
74,美國,冰雪奇緣2,2019/11/21,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,32,-81.92%,"6,490","1,450,298","343,589,003",20200224
75,印度,萬萬沒想到,2019/11/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STAR INDIA PRIVATE LIMITED, Through its division, FOX STAR STUDIOS",3,159,-66.24%,"9,125","50,314","11,050,389",20200224
76,日本,HELLO WORLD,2019/11/15,車庫娛樂股份有限公司,"TOHO CO., LTD.",1,28,0.00%,"4,480","34,987","8,239,891",20200224
77,美國,決戰中途島,2019/11/08,台北双喜電影發行股份有限公司,"BONA FILM INVESTMENT COMPANY (PACIFIC RIM, USA)",1,73,-57.80%,"5,920","319,138","72,908,271",20200224
78,美國,魔鬼終結者：黑暗宿命,2019/11/07,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",3,92,-61.83%,"5,550","380,022","88,150,219",20200224
79,美國,絕鯊47：猛鯊出籠,2019/11/01,車庫娛樂股份有限公司,GEM ENTERTAINMENT KFT.,7,362,-52.68%,"31,285","28,882","6,032,145",20200224
80,中華民國,陪你很久很久,2019/10/25,威視股份有限公司,嘉揚電影有限公司##海寧鐵幕真文化傳媒有限公司##滿滿額娛樂股份有限公司##中環國際娛樂事業股份有限公司##貴金影業傳媒股份有限公司##思美傳媒股份有限公司##海寧夢生影視文化傳媒有限公司##北京喔沃娛樂文化傳媒有限公司##薩摩亞商羚邦亞洲有限公司台灣分公司Medialink (Asia) Limited Taiwan Branch,2,116,8.41%,"11,800","57,303","12,975,261",20200224
81,美國,雙子殺手,2019/10/23,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,2,74,-60.43%,"3,925","553,227","132,796,401",20200224
82,美國,黑魔女2,2019/10/17,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",2,50,-65.28%,"2,710","590,061","137,801,611",20200224
83,美國,小丑,2019/10/03,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,10,120,-82.83%,"35,305","1,391,674","331,956,240",20200224
84,美國,囧媽的極地任務,2019/09/27,車庫娛樂股份有限公司,METRO-GOLDWYN-MAYER STUDIOS INC.,1,30,-55.22%,"2,860","12,038","2,421,241",20200224
85,中華民國,返校,2019/09/20,影一製作所股份有限公司,影一製作所股份有限公司##遊戲橘子數位科技股份有限公司##英屬維京群島商敦宜股份有限公司台灣分公司##樂到家國際娛樂股份有限公司##一條龍虎豹國際娛樂有限公司##財團法人臺中市影視發展基金會##高雄市電影館##美商華納兄弟（遠東）股份有限公司台灣分公司,1,35,-55.13%,"2,940","1,120,871","260,457,270",20200224
86,南韓,極限逃生,2019/08/30,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",1,165,0.00%,"37,745","143,677","32,125,643",20200224
87,日本,普羅米亞,2019/08/16,中影股份有限公司,東寶株式會社,1,85,-62.05%,"22,950","76,811","21,325,450",20200224
88,美國,從前，有個好萊塢,2019/07/24,台北双喜電影發行股份有限公司,"Bona Film Investment Company (Pacific RIM, USA)",1,5,-82.14%,"1,090","158,004","37,688,011",20200224
89,南韓,寄生上流,2019/06/28,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,25,"2,531",-57.01%,"592,163","647,396","150,984,015",20200224
90,西班牙,騙局,2019/03/22,海鵬影業有限公司,Latido Consorcio De Exportacion Del Cine Espanol SL,1,4,0.00%,500,"6,407","1,430,188",20200224
91,加拿大,哈柏太空之旅 3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,0,-100.00%,0,597,"85,565",20200224
92,加拿大,深海獵奇 3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,0,0.00%,0,"1,196","148,899",20200224
93,日本,夏日大作戰,2018/08/10,傳影互動股份有限公司,STUDIO CHIZU LLP,5,454,1.34%,"212,230","7,989","3,477,991",20200224
94,日本,亂,2017/09/29,傳影互動股份有限公司,(英國)STUDIOCANAL LTD.,1,1,-83.33%,220,949,"215,015",20200224
95,法國,巴黎交易員,2017/05/12,海鵬影業有限公司,LE PACTE,1,3,0.00%,400,"3,975","899,845",20200224
96,英國,李爾王,2016/04/23,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,2,33,175.00%,"22,540","1,456","1,010,700",20200224
97,日本,羅生門,2015/02/05,傳影互動股份有限公司,KADOKAWA CORPORATION,1,1,100.00%,200,12,"2,335",20200224
98,義大利,海上鋼琴師,1998/01/01,海鵬影業有限公司,True Colours Glorious Films Srl,1,12,-66.67%,"3,080","17,128","3,881,813",20200224
99,日本,咒怨 電影版,2003/8/3,暗光鳥有限公司,KADOKAWA CORPORATION,6,160,-29.82%,"34,637",388,"85,470",20200224
1,美國,隱形人,2020/02/27,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,98,"76,259",2.46%,"18,178,435","150,684","35,887,569",20200302
2,中華民國,女鬼橋,2020/02/27,星泰國際娛樂股份有限公司,樂到家國際娛樂股份有限公司##天馬傳播事業有限公司##得藝文創國際股份有限公司##大慕影藝國際事業股份有限公司##氧氣電影有限公司##華映娛樂股份有限公司##海樂影業股份有限公司,86,"77,840",-21.42%,"18,004,134","177,652","41,064,944",20200302
3,美國,極地守護犬,2020/02/27,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",89,"21,966",-40.24%,"4,904,931","58,725","13,154,638",20200302
